ngram,hawk_score,dove_score,polarity
federal_reserve_bank_new_york_may_reject_bid_could_facilitate_dealer_ability_control_single_issue_determine_solely_federal_reserve_bank_new_york,0.0,0.0,0.0
operation_would_result_change_system_overall_open_position_foreign_currency_exceed_1_5_billion_since_recent_regular_meeting_committee,0.0,0.0,0.0
purpose_provide_investment_return_system_holding_foreign_currency_purpose_adjust_interest_rate_pay_receive_connection_swap_drawing_transaction_foreign_central_bank_may_undertake_non_market_exchange_rate,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_bernanke_m_bies_messrs_broaddus_ferguson_gramlich_guynn_kohn_moskow_olson_parry,0.0,0.0,0.0
inventory_overhang_largely_eliminate_business_capital_stock_move_closer_desired_level,0.0,0.0,0.0
5_mr_jamie_b_stewart_jr_incoming_first_vice_president_federal_reserve_bank_new_york_take_oath_office_alternate_member_mr_mcdonough_february_18_1999,0.0,0.0,0.0
foreign_exchange_market_trade_weight_value_dollar_term_g_10_currency_rise_intermeeting_period,0.0,0.0,0.0
unanimous_vote_committee_ratify_desk_domestic_transaction_intermeeting_period,0.0,0.0,0.0
committee_turn_discussion_economic_financial_outlook_conduct_monetary_policy_intermeeting_period_ahead,0.0,0.0,0.0
consistent_committee_practice_chairman_feasible_consult_committee_make_adjustment,0.0,0.0,0.0
adjustment_shall_make_context_committee_discussion_decision_recent_meeting_committee_long_run_objective_price_stability_sustainable_economic_growth_shall_base_economic_financial_monetary_development_intermeeting_period,0.0,0.0,0.0
3_attend_portion_meet_relate_discussion_committee_consideration_monetary_debt_range_1999,0.0,0.0,0.0
contemplate_reserve_condition_expect_consistent_moderation_expansion_m2_m3_come_month,0.0,0.0,0.0
committee_conclude_meeting_review_press_release_announce_joint_policy_action,0.0,0.0,0.0
total_domestic_nonfinancial_debt_expand_recent_month_pace_somewhat_middle_range,0.0,0.0,0.0
intervention_operation_foreign_currency_system_account_intermeeting_period,0.0,0.0,0.0
operation_would_result_change_day_system_net_position_single_foreign_currency_exceed_150_million_300_million_operation_associate_repayment_swap_drawing,0.0,0.0,0.0
member_ask_indicate_wished_instrument_question_place_agenda_consideration_meeting_request_consideration_receive,0.0,0.0,0.0
meeting_adjourn_12_45_p_donald_l_kohn_secretary,0.0,0.0,0.0
furtherance_objective_committee_reaffirm_meeting_june_range_establish_february_growth_m2_m3_1_5_percent_2_6_percent_respectively_measure_fourth_quarter_1998_fourth_quarter_1999,0.0,0.0,0.0
maintain_reciprocal_currency_swap_arrangement_select_foreign_central_bank,0.0,0.0,0.0
m2_m3_continue_grow_relatively_rapid_rate_december_apparently_also_january,0.0,0.0,0.0
1999_committee_agree_tentative_basis_set_range_growth_monetary_aggregate_debt_measure_fourth_quarter_1998_fourth_quarter_1999,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_bernanke_m_bies_messrs_ferguson_gramlich_jordan_kohn_mcteer_olson_santomero_stern,0.0,0.0,0.0
mr_stewart_vote_alternate_member,0.0,0.0,0.0
long_run_objective_committee_immediate_future_seek_condition_reserve_market_consistent_maintain_federal_fund_rate_average_around_1_1_4_percent,0.0,0.0,0.0
growth_m2_m3_strengthen_december_january,0.0,0.0,0.0
industrial_production_continue_advance_brisk_pace_fourth_quarter,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_boehne_ferguson_gramlich_meyers_moskow_kelley_stern,0.0,0.0,0.0
nominal_deficit_u_trade_good_service_narrow_october_average_rate_third_quarter,0.0,0.0,0.0
accordingly_context_committee_long_run_objective_price_stability_sustainable_economic_growth_give_careful_consideration_economic_financial_monetary_development_committee_decide_somewhat_great_reserve_restraint_would_acceptable_slightly_less_reserve_restraint_might_acceptable_intermeeting_period,0.0,0.0,0.0
1998_committee_agree_tentative_basis_set_range_1997_growth_monetary_aggregate_debt_measure_fourth_quarter_1997_fourth_quarter_1998,0.0,0.0,0.0
furtherance_objective_committee_meet_july_reaffirm_range_establish_february_growth_m2_m3_1_5_percent_2_6_percent_respectively_measure_fourth_quarter_1996_fourth_quarter_1997,0.0,0.0,0.0
long_run_objective_committee_immediate_future_seek_condition_reserve_market_consistent_maintain_federal_fund_rate_average_around_1_3_4_percent,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_ferguson_gramlich_hoenig_kelley_meyer_m_minehan_mr_poole_m_rivlin,0.0,0.0,0.0
vote_action_mr_broaddus,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_ferguson_gramlich_hoenig_kelley_meyer_minehan_moskow_poole,0.0,0.0,0.0
absent_voting_mr_meyer,0.0,0.0,0.0
committee_discussion_policy_intermeeting_period_ahead_member_support_proposal_call_slight_ease_reserve_condition,0.0,0.0,0.0
however_clear_substantial_uncertainty_still_surround_projection_monetary_expansion_linkage_particular_rate_money_growth_year_basic_objective_monetary_policy,0.0,0.0,0.0
failure_adjust_monetary_aggregate_range_make_less_useful_signal_federal_reserve_intention,0.0,0.0,0.0
meeting_adjourn_12_55_p_january_29_2003,0.0,0.0,0.0
forecast_rate_expansion_real_gdp_1998_central_tendency_2_2_3_4_percent_full_range_1_3_4_3_percent,0.0,0.0,0.0
reserve_condition_contemplate_meeting_expect_consistent_moderate_expansion_m2_m3_come_month,0.0,0.0,0.0
furtherance_objective_committee_meet_july_reaffirm_range_establish_january_growth_m2_m3_1_5_percent_2_6_percent_respectively_measure_fourth_quarter_1995_fourth_quarter_1996,0.0,0.0,0.0
member_saw_little_reason_anticipate_appreciably_low_inflation_year_ahead_also_view_odds_pickup_inflation_fairly_low_could_see_possible_reason_optimism_long_run_trend_inflation_generally_remain_confident_progress_toward_price_stability_would_make_long_term,0.0,0.0,0.0
particular_general_sense_job_insecurity_period_major_business_restructurings_hold_increase_labor_compensation,0.0,0.0,0.0
hand_high_level_resource_utilization_associate_time_lower_rate_growth_cost_would_anticipate_basis_historical_experience,0.0,0.0,0.0
addition_unusually_muted_increase_cost_worker_benefit_hold_overall_compensation_cost_pattern_might_persist,0.0,0.0,0.0
member_note_one_broad_measure_wage_pick_small_rise_number_anecdotal_report_indicate_labor_shortage_contribute_high_wage_part_country,0.0,0.0,0.0
factor_point_potentially_high_inflation_include_increased_pressure_food_price_stem_disappointing_harvest_area_relatively_low_grain_supply,0.0,0.0,0.0
referred_crosscurrent_bear_outlook_wage_price_year_ahead,0.0,0.0,0.0
also_agree_next_meeting_committee_would_hold_tuesday_march_19_2002,0.0,0.0,0.0
projection_rate_inflation_measure_consumer_price_index_central_tendency_1_3_4_2_1_4_percent_high_side_outcome_1997_rise_index_hold_damped_increase_food_price_decline_energy_price,0.0,0.0,0.0
balance_pressure_labor_product_market_ebb_outlook_inflation_source_diminish_though_persisting_concern,0.0,0.0,0.0
factor_include_prospect_decline_energy_price_persistence_generally_benign_inflation_expectation,0.0,0.0,0.0
key_factor_assessment_continue_outlook_rapid_gain_structural_productivity_would_help_hold_increase_unit_labor_cost,0.0,0.0,0.0
labor_market_describe_still_tight_across_nation_report_layoffs_specific_industry_increase_numerous_business_contact_indicate_opening_much_easy_fill_many_job_market,0.0,0.0,0.0
conclusion_discussion_committee_vote_authorize_direct_federal_reserve_bank_new_york_instructed_otherwise_execute_transaction_system_account_accordance_following_policy_directive_committee_long_run_objective_price_stability_sustainable_economic_growth_committee_immediate_future_seek_condition_reserve_market_consistent_increase_federal_fund_rate_average_around_5_3_4_percent,0.0,0.0,0.0
vote_action_mr_meyer,0.0,0.0,0.0
many_agree_outlook_subject_great_upside_risk_anticipate_month_ago_give_abatement_market_turmoil_positive_business_consumer_sentiment_factor_wan_effect_earlier_increase_stock_market_wealth_consumer_spending_slow_extraordinary_growth_business_expenditures_equipment_likely_exert_moderate_effect_expansion,0.0,0.0,0.0
partly_consequence_outlook_inflation_quite_tentative_well,0.0,0.0,0.0
circumstance_risk_considerable_deviation_upside_downside_current_forecast_unusually_high,0.0,0.0,0.0
time_high_level_confidence_generally_accommodative_financial_condition_support_expectation_persist_though_likely_diminish_strength_consumer_spending_business_fix_investment,0.0,0.0,0.0
growth_expect_associated_civilian_unemployment_rate_range_4_1_2_5_percent_fourth_quarter_year_imply_little_change_current_level,0.0,0.0,0.0
forecast_take_account_likely_technical_improvement_cpi_bureau_labor_statistic_would_trim_reported_rate,0.0,0.0,0.0
many_emphasized_prospect_decline_net_export_consequence_dollar_appreciation_crisis_number_asian_economy_key_factor_outlook_slow_expansion,0.0,0.0,0.0
anecdotal_report_indicate_number_domestic_producer_notably_agricul_tural_lumber_wood_product_experience_cancellation_postponement_order_asian_customer_evidence_increase_import_nation,0.0,0.0,0.0
consequence_slowly_improve_outlook_sale_profit_low_financing_cost_temporary_federal_tax_incentive_investment_new_equipment_software_expect_gradually_boost_business_investment_spending,0.0,0.0,0.0
adjustment_stock_capital_consumer_durable_good_inventory_sustainable_level_likely_partly_complete_investor_financial_market_remain_skittish_risk_growth_would_persist_economy_productivity_enhance_potential_continued_dominate_outlook,0.0,0.0,0.0
regard_member_comment_upside_risk_could_totally_dismiss,0.0,0.0,0.0
member_saw_substantial_underlying_strength_resilience_economy_remain_optimistic_prospect_beyond_near_term_light_monetary_policy_stimulus_implement_persistence_rapid_advance_productivity,0.0,0.0,0.0
member_agree_balance_risk_sentence_press_statement_release_shortly_meet_continue_indicate_risk_would_remain_tilted_toward_economic_weakness_even_today_ease_action,0.0,0.0,0.0
staff_forecast_prepared_meeting_suggested_expansion_would_gradually_moderate_currently_elevate_pace_rate_around_perhaps_little_growth_economy_estimate_potential,0.0,0.0,0.0
staff_forecast_prepared_meeting_suggested_expansion_would_gradually_moderate_rate_commensurate_growth_economy_estimate_potential,0.0,0.0,0.0
regard_many_member_refer_particular_problem_face_brazil_risk_financial_economic_instability_nation_would_spread_latin_american_country_repercussion_u_economy,0.0,0.0,0.0
net_export_also_would_hold_appreciation_dollar_currency_industrial_country_occur_earlier_1997_asian_crisis_intensify,0.0,0.0,0.0
export_affect_asian_nation_likely_hold_back_decline_income_rise_price_u_product_local_currency_reportedly_also_difficulties_importing_firm_asia_encounter_secure_financing,0.0,0.0,0.0
whole_effect_quite_limited_thus_far,0.0,0.0,0.0
projection_base_individual_view_concern_would_appropriate_policy_projection_horizon_foster_committee_long_term_goal,0.0,0.0,0.0
member_stress_potential_extent_negative_effect_development_asia_nation_trade_balance_represent_key_uncertainty_economic_outlook,0.0,0.0,0.0
tentative_range_1996_unchanged_actual_range_1995,0.0,0.0,0.0
monitoring_range_growth_total_domestic_nonfinancial_debt_provisionally_set_3_7_percent_1996,0.0,0.0,0.0
tentative_range_include_expansion_1_5_percent_m2_2_6_percent_m3_measure_fourth_quarter_1995_fourth_quarter_1996,0.0,0.0,0.0
keep_requirement_full_employment_balance_growth_act_1978_humphrey_hawkins_act_committee_review_range_growth_monetary_debt_aggregate_1996_establish_tentative_basis_meeting_july_1995,0.0,0.0,0.0
meeting_adjourn_12_30_p_january_30_2002,0.0,0.0,0.0
several_member_observe_evolving_nature_domestic_economy_include_ongoing_improvement_inventory_management_increase_managerial_flexibility_alter_level_mix_capital_equipment_associate_part_great_availability_information_appear_foster_relatively_prompt_adjustment_business_change_economic_condition,0.0,0.0,0.0
projection_rate_inflation_measure_consumer_price_index_central_tendency_2_2_1_2_percent_somewhat_outcome_1998_rise_index_hold_marked_decline_energy_price_reduce_price_non_oil_import,0.0,0.0,0.0
growth_expect_associated_civilian_unemployment_rate_range_center_4_1_4_4_1_2_percent_fourth_quarter_year_imply_little_change_current_level,0.0,0.0,0.0
forecast_rate_expansion_real_gdp_1999_central_tendency_2_1_2_3_percent_full_range_2_3_1_2_percent,0.0,0.0,0.0
addition_moderate_rate_inventory_accumulation_appear_likely_rapid_buildup_1997,0.0,0.0,0.0
nonetheless_assessment_various_factor_bear_outlook_lead_conclude_appreciably_slow_economic_growth_off_year_ahead_possibly_pace_vicinity_current_estimate_economy_long_run_growth_potential,0.0,0.0,0.0
expansion_total_domestic_nonfinancial_debt_appear_moderate_somewhat_pickup_earlier_year,0.0,0.0,0.0
chairman_greenspan_indicate_shortly_meet_board_governor_would_consider_pending_request_eight_federal_reserve_bank_reduce_discount_rate_50_basis_point,0.0,0.0,0.0
keep_time_inventory_policy_further_recent_year_advance_technology_allow_faster_complete_reading_sale_adjustment_order_effort_reduce_inventory_continue_recent_week_net_inventory_liquidation_anticipate_current_quarter,0.0,0.0,0.0
drop_final_sale_late_2000_evidently_much_faster_generally_expect_inventory_rise_considerably_fourth_quarter_whole_despite_sharp_downward_adjustment_manufacture_output,0.0,0.0,0.0
outlook_inventory_investment_uncertain,0.0,0.0,0.0
member_acknowledge_committee_might_need_move_aggressively_later_meeting_imbalance_continue_build_inflation_inflation_expectation_clearly_begin_pick,0.0,0.0,0.0
number_reason_include_uncertainty_outlook_expansion_aggregate_demand_relation_potential_supply_economy_response_committee_earlier_policy_action_recently_somewhat_unsettled_condition_financial_market_majority_member_express_preference_limited_policy_move_time,0.0,0.0,0.0
private_long_term_rate_already_rise_considerably_whether_reach_level_would_lead_rebalancing_demand_supply_open_question,0.0,0.0,0.0
committee_discussion_policy_upcoming_intermeeting_period_member_support_proposal_tighten_reserve_condition_modest_amount_consistent_increase_federal_fund_rate_percentage_point_level_5_3_4_percent,0.0,0.0,0.0
fourth_quarter_1997_fourth_quarter_1998_m2_m3_rise_rate_well_annual_range_total_domestic_nonfinancial_debt_expand_pace_somewhat_middle_range,0.0,0.0,0.0
available_data_january_point_appreciable_moderation_growth_aggregate,0.0,0.0,0.0
effect_recent_monetary_policy_easing_reduce_opportunity_cost_component_strong_growth_gdp_perhaps_continue_heightened_demand_liquid_safe_asset_seem_contributed_performance,0.0,0.0,0.0
fourth_quarter_1996_fourth_quarter_1997_m2_increase_rate_somewhat_upper_bound_range_year_m3_rate_substantially_upper_bound_range,0.0,0.0,0.0
improvement_inventory_management_related_indication_inventory_overhang_small_compare_earlier_historical_experience_factor_assessment,0.0,0.0,0.0
recent_gain_nominal_income_evidently_underpin_much_great_expected_strength_m2_january_also_contribute_pickup_mortgage_refinance_activity_perhaps_depositor_transfer_fund_market_instrument_whose_yield_decline_relative_m2_asset,0.0,0.0,0.0
member_note_particular_prospect_weaker_business_spending_motor_vehicle_especially_heavy_truck,0.0,0.0,0.0
appreciable_growth_could_expect_expenditure_high_tech_equipment_business_firm_continue_focus_improve_efficiency_operation_highly_competitive_environment_spending_type_equipment_likely_sluggish,0.0,0.0,0.0
expansion_investment_producer_durable_equipment_also_expect_slow_pace_seem_unsustainable,0.0,0.0,0.0
increase_business_fix_investment_view_likely_prospect_year_ahead_though_growth_investment_probably_would_well_strong_pace_experience_earlier_current_cyclical_expansion,0.0,0.0,0.0
meeting_adjourn_june_26_2002_11_40_vincent_r_reinhart_secretary_return_top_home_fomc_accessibility_contact_u_last_update_august_15_2002_2_00_pm,0.0,0.0,0.0
accordingly_contrary_experience_earlier_period_soften_economic_activity_stabilization_housing_activity_pace_near_current_fairly_high_level_see_reasonable_expectation,0.0,0.0,0.0
reduced_mortgage_interest_rate_appear_largely_offset_mark_decline_consumer_confidence,0.0,0.0,0.0
order_ensure_effective_conduct_open_market_operation_assist_provision_short_term_investment_foreign_international_account_maintain_federal_reserve_bank_new_york_federal_open_market_committee_authorize_direct_federal_reserve_bank_new_york_system_open_market_account_sell_u_government_security_foreign_international_account_base_set_forth_paragraph_l_agreement_provide_resale_account_security_65_business_day_less_term_comparable_available_transaction_market_b_new_york_bank_account_appropriate_undertake_dealer_subject_condition_imposed_purchase_sale_security_paragraph_l_b_repurchase_agreement_u_government_agency_security_arrange_correspond_sale_repurchase_agreement_account_foreign_international_account_maintain_bank,0.0,0.0,0.0
long_federal_reserve_require_set_report_range_money_debt_growth_update_appropriate,0.0,0.0,0.0
look_ahead_number_member_comment_expected_period_inventory_correction_would_relatively_sharp_short_historical_standard,0.0,0.0,0.0
time_member_recognize_inventory_correction_begin_duration_would_depend_importantly_ongoing_strength_final_sale,0.0,0.0,0.0
noted_economy_enter_new_year_considerable_momentum_indication_growth_moderating_appear_unsustainable_rate,0.0,0.0,0.0
conclusion_discussion_member_favor_50_basis_point_increase_indicate_light_clear_intention_committee_act_necessary_timely_manner_contain_inflation_contemplate_inclusion_statement_risk_high_inflation_press_release_meeting_likelihood_board_governor_would_approve_25_basis_point_increase_discount_rate_later_day_could_accept_25_basis_point_rise_federal_fund_rate,0.0,0.0,0.0
committee_discussion_current_prospective_economic_condition_member_comment_performance_economy_continue_quite_favorable,0.0,0.0,0.0
year_immediately_ahead_however_member_continue_anticipate_considerable_restraint_federal_spending_partly_byproduct_current_budget_debate_congress_administration,0.0,0.0,0.0
outlook_fiscal_policy_uncertain_especially_regard_whether_long_term_spending_taxation_measure_would_enact_implement_goal_balance_federal_budget_year_2002,0.0,0.0,0.0
also_agree_next_meeting_committee_would_hold_tuesday_march_18_2003,0.0,0.0,0.0
agree_discus_issue_future_meeting,0.0,0.0,0.0
also_believe_would_appropriate_explore_whether_might_scope_evolution_committee_policy_direction_great_transparency_though_additional_study_analysis_would_need,0.0,0.0,0.0
disclosure_policy_accordance_committee_routine_practice_review_rule_regulation_first_regular_meeting_year_member_discuss_policy_regard_extent_information_release_public_discussion_decision_along_time_release_information,0.0,0.0,0.0
large_current_account_deficit_see_factor_point_potential_depreciation_dollar_time_adverse_repercussion_domestic_inflation_albeit_favorable_effect_export,0.0,0.0,0.0
emphasize_nation_important_trading_partner_grow_economy_likely_provide_support_expand_u_export,0.0,0.0,0.0
member_express_divergence_view_regard_outlook_foreign_economic_activity_implication_domestic_economy,0.0,0.0,0.0
cushion_unutilized_labor_resource_dwindle_recent_year_willingness_global_investor_continue_acquire_dollar_asset_finance_major_increase_import_current_interest_exchange_rate_question_need_achieve_appropriate_financial_economic_balance_become_pressing,0.0,0.0,0.0
regard_development_bear_business_consumer_confidence_willingness_spend_would_play_crucial_though_point_uncertain_role,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_broaddus_ferguson_gramlich_guynn_jordan_kelley_parry,0.0,0.0,0.0
pressure_labor_resource_likely_remain_near_current_level_inflation_project_rise_somewhat_projection_horizon_largely_result_expect_upturn_energy_price,0.0,0.0,0.0
subdue_expansion_foreign_economic_activity_lag_effect_earlier_rise_foreign_exchange_value_dollar_expect_place_continue_though_diminish_restraint_demand_u_export_period_ahead_lead_substitution_import_domestic_product,0.0,0.0,0.0
growth_private_final_demand_would_damp_anticipated_wan_positive_wealth_effect_stem_earlier_large_increase_equity_price_slow_growth_spend_consumer_durables_housing_unit_business_capital_good_earlier_buildup_stock_item,0.0,0.0,0.0
staff_forecast_prepared_meeting_point_substantial_moderation_expansion_rate_commensurate_growth_economy_potential,0.0,0.0,0.0
output_growth_slow_pressure_resource_would_expect_diminish_somewhat,0.0,0.0,0.0
anticipate_reduction_desire_rate_inventory_accumulation_would_add_restraint_expansion,0.0,0.0,0.0
staff_analysis_suggest_slow_growth_abroad_considerable_rise_already_occur_foreign_exchange_value_dollar_would_exert_substantial_restraint_demand_u_export_subject_domestic_producer_even_stiffer_competition_import,0.0,0.0,0.0
adverse_weather_condition_appear_retarded_home_building_activity_number_area_recent_week_several_member_comment_underlying_trend_housing_demand_favorable_residential_construction_remain_relatively_strong_several_part_country,0.0,0.0,0.0
member_also_view_considerable_decline_occur_mortgage_interest_rate_ample_availability_housing_finance_key_factor_forecast_sustain_residential_construction_relatively_high_level,0.0,0.0,0.0
discussion_member_take_note_staff_analysis_indicate_monetary_expansion_consistent_moderate_growth_nominal_gdp_member_project_1996_likely_would_around_upper_end_tentative_range_adopt_last_july,0.0,0.0,0.0
light_experience_earlier_year_however_velocity_aggregate_exhibit_pronounced_atypical_behavior_substantial_uncertainty_still_surround_projection_monetary_expansion_linkage_particular_rate_money_growth_basic_objective_monetary_policy,0.0,0.0,0.0
reserve_condition_contemplate_meeting_expect_consistent_moderation_expansion_m2_m3_come_month,0.0,0.0,0.0
return_text_2,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_boehne_ferguson_gramlich_mcteer_meyers_moskow_kelley_stern,0.0,0.0,0.0
tentative_range_1999_unchanged_range_adopt_past_several_year,0.0,0.0,0.0
associate_range_growth_total_domestic_nonfinancial_sector_debt_provisionally_set_3_7_percent_1999,0.0,0.0,0.0
range_include_expansion_1_5_percent_m2_2_6_percent_m3_measure_fourth_quarter_1998_fourth_quarter_1999,0.0,0.0,0.0
keep_requirement_full_employment_balance_growth_act_1978_humphrey_hawkins_act_committee_review_range_growth_monetary_debt_aggregate_1999_establish_tentative_basis_early_july_1998,0.0,0.0,0.0
accordingly_instrument_remain_effect_exist_form,0.0,0.0,0.0
nominal_deficit_u_trade_good_service_widen_substantially_second_quarter,0.0,0.0,0.0
fundamentally_productivity_improvement_hold_producer_cost_could_necessarily_count_continue_offset_cost_especially_economic_expansion_remain_sufficiently_rapid_put_additional_pressure_available_labor_resource,0.0,0.0,0.0
long_run_outlook_inflation_cloud_scenario_less_promising,0.0,0.0,0.0
mr_lindsey_m_yellen_dissent_preferred_somewhat_high_range_m2_m3,0.0,0.0,0.0
agree_next_meeting_committee_would_hold_tuesday_march_20_2001,0.0,0.0,0.0
recess_chairman_inform_committee_pending_reduction_approve,0.0,0.0,0.0
phillips_rivlin,0.0,0.0,0.0
conclusion_discussion_committee_vote_authorize_direct_federal_reserve_bank_new_york_instructed_otherwise_execute_transaction_system_account_accordance_follow_domestic_policy_directive,0.0,0.0,0.0
furtherance_objective_committee_meeting_february_establish_range_growth_m2_m3_1_5_percent_2_6_percent_respectively_measure_fourth_quarter_1998_fourth_quarter_1999,0.0,0.0,0.0
balance_somewhat_less_favorable_inflation_performance_view_likely_year_ahead_member_anticipate_substantial_deterioration_inflation_climate_growth_economic_activity_approximate_central_tendency_forecast,0.0,0.0,0.0
member_also_express_concern_rapid_money_growth_persist_would_suggest_monetary_policy_accommodative_contain_inflation_pressure,0.0,0.0,0.0
course_underlie_inflation_pressure_difficult_gauge_however,0.0,0.0,0.0
look_ahead_abatement_reversal_temporary_factor_reduce_price_likely_raise_measure_inflation,0.0,0.0,0.0
committee_provisionally_set_associate_range_growth_total_domestic_nonfinancial_debt_3_7_percent_1999,0.0,0.0,0.0
1999_committee_agree_tentative_range_monetary_growth_measure_fourth_quarter_1998_fourth_quarter_1999_1_5_percent_m2_2_6_percent_m3,0.0,0.0,0.0
circumstance_context_highly_competitive_condition_many_market_decline_input_price_price_many_commodity_include_oil_rise_labor_cost_seem_pose_little_risk_upward_impetus_inflation_come_month,0.0,0.0,0.0
meeting_adjourn_10_50_january_31_2001,0.0,0.0,0.0
background_long_run_goal_price_stability_sustainable_economic_growth_information_currently_available_committee_believe_risk_balance_respect_prospect_goal_foreseeable_future,0.0,0.0,0.0
another_factor_view_likely_exert_moderate_effect_growth_economic_activity_expectation_slow_inventory_investment,0.0,0.0,0.0
persistence_underutilized_resource_expect_foster_slight_moderation_core_price_inflation,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_ferguson_gramlich_hoenig_kelley_meyer_ms,0.0,0.0,0.0
staff_project_debt_domestic_nonfinancial_sector_would_grow_around_perhaps_slightly_middle_tentative_range_reflect_credit_need_business_face_weak_earnings_outlook_large_merger_related_retirement_equity,0.0,0.0,0.0
velocity_m3_project_continue_decline_somewhat_fast_rate_historical_experience_would_indicate_reflect_great_use_business_firm_institution_money_market_fund_cash_management_tool_need_depository_institution_appreciable_non_m2_funding_finance_brisk_loan_growth,0.0,0.0,0.0
staff_analysis_anticipate_velocity_m2_would_continue_recent_pattern_relatively_stable_behavior_line_historical_experience_case_early_1990s,0.0,0.0,0.0
review_tentative_range_member_take_note_staff_projection_indicate_give_member_expectation_performance_economy_price_assume_major_change_interest_rate_m2_likely_would_grow_1998_upper_half_tentative_range_m3_somewhat_top_range,0.0,0.0,0.0
furtherance_objective_committee_meeting_february_establish_range_growth_m2_m3_1_5_percent_2_6_percent_respectively_measure_fourth_quarter_1996_fourth_quarter_1997,0.0,0.0,0.0
also_think_assessment_would_need_take_account_prospect_disposition_closely_related_legislation_consider_congress,0.0,0.0,0.0
moreover_believe_substantially_study_deliberation_require_explore_fully_alternative_consequence_change_way_committee_formulate_communicate_objective,0.0,0.0,0.0
base_experience_united_state_elsewhere_many_skeptical_payoff_term_great_credibility_flexibility_policy_implementation,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_boehne_jordan_kelley_mcteer_m_phillips_mr_stern,0.0,0.0,0.0
persistence_underutilized_resource_expect_foster_moderation_core_price_inflation,0.0,0.0,0.0
recognize_relationship_range_monetary_aggregate_broad_measure_economic_performance_subject_substantial_uncertainty_range_high_adopt_tentative_basis_july_1995_likely_encompass_monetary_expansion_consistent_central_tendency_member_current_forecast_nominal_gdp_growth_1996,0.0,0.0,0.0
view_evidence_currently_available_committee_believe_prospective_development_likely_warrant_increase_decrease_federal_fund_rate_operate_objective_intermeeting_period,0.0,0.0,0.0
expansion_m3_stimulate_ongoing_strength_institution_money_market_fund_whose_popularity_cash_management_tool_continue_grow,0.0,0.0,0.0
tentative_range_1998_unchanged_range_adopt_initially_1995_july_year_m3,0.0,0.0,0.0
associate_range_growth_total_domestic_nonfinancial_debt_provisionally_set_3_7_percent_1998,0.0,0.0,0.0
range_include_expansion_1_5_percent_m2_2_6_percent_m3_measure_fourth_quarter_1997_fourth_quarter_1998,0.0,0.0,0.0
keep_requirement_full_employment_balance_growth_act_1978_humphrey_hawkins_act_committee_review_range_growth_monetary_debt_aggregate_1998_establish_tentative_basis_meeting_july_1997,0.0,0.0,0.0
committee_provisionally_set_associate_range_growth_total_domestic_nonfinancial_debt_3_7_percent_1998,0.0,0.0,0.0
1998_committee_agree_tentative_range_monetary_growth_measure_fourth_quarter_1997_fourth_quarter_1998_1_5_percent_m2_2_6_percent_m3,0.0,0.0,0.0
vote_action_messrs_greenspan_mcdonough_boehne_jordan_kelley_lindsey_mcteer_meyer_ms,0.0,0.0,0.0
believe_committee_could_readily_explain_adjustment_range_represent_lessened_commitment_price_stability_goal_increase_emphasis_monetary_aggregate_policy_formulation,0.0,0.0,0.0
member_comment_however_reason_discount_sharp_fourth_quarter_increase_employment_cost_index_large_extent_result_nonrecurring_development_limited_number_industry,0.0,0.0,0.0
labor_cost_increase_recent_quarter_especially_rapid_large_segment_service_sector_foreign_competition_factor,0.0,0.0,0.0
regard_outlook_inflation_member_refer_widespread_indication_increasingly_tight_labor_market_statistical_anecdotal_report_faster_increase_labor_compensation,0.0,0.0,0.0
federal_reserve_bank_new_york_shall_apply_reasonable_limitation_total_amount_specific_issue_may_auction_amount_security_dealer_may_borrow,0.0,0.0,0.0
member_also_refer_emerge_sign_speculative_overbuilding_area_especially_commercial_structure,0.0,0.0,0.0
however_early_sign_falter_profit_trend_industry_part_relate_development_asia_appear_introduced_cautionary_note_among_business_planner,0.0,0.0,0.0
business_sentiment_remain_generally_optimistic_debt_equity_finance_continue_readily_available_attractive_term_business_borrower,0.0,0.0,0.0
expansion_total_domestic_nonfinancial_debt_moderate_balance_recent_month_remain_middle_portion_range,0.0,0.0,0.0
nonresidential_building_activity_remain_robust_several_region_give_already_ample_capacity_many_sector_prospect_construction_relatively_weak,0.0,0.0,0.0
member_also_cite_report_contact_various_sector_economy_area_country_business_plan_continue_call_substantial_outlay_business_equipment,0.0,0.0,0.0
nonetheless_growth_investment_likely_would_continue_exceed_overall_spending_reflect_ongoing_effort_improve_efficiency_hold_labor_cost_highly_competitive_market_generally_take_advantage_decline_cost_business_equipment_rapid_pace_technological_innovation,0.0,0.0,0.0
moreover_prospect_reduce_growth_profit_less_ebullient_stock_market_could_also_expect_damp_business_fix_investment,0.0,0.0,0.0
member_comment_regard_slow_growth_overall_spending_normally_foster_reduce_capital_investment_indeed_developments_second_half_1998_suggest_investment_might_already_less_strong_uptrend,0.0,0.0,0.0
